,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014
1,-0.752292993,-0.777109674,-0.778415816,-0.778415816,-0.778415816,-0.778415816,-0.778415816,-0.778415816,-0.778415816,-0.778415816,-0.778415816,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804,-0.787558804
2,-0.210244416,-0.244204085,-0.244204085,-0.244204085,-0.244204085,-0.24942865,-0.255959356,-0.255959356,-0.255959356,-0.255959356,-0.27163305,-0.279469896,-0.297755873,-0.297755873,-0.360450648,-0.438819117,-0.438819117,-0.438819117,-0.438819117,-0.438819117,-0.438819117,-0.441431399,-0.441431399,-0.441431399,-0.441431399
3,-0.55637182,-0.568127091,-0.568127091,-0.572045514,-0.572045514,-0.572045514,-0.572045514,-0.572045514,-0.572045514,-0.572045514,-0.572045514,-0.573351655,-0.621678878,-0.628209583,-0.65825083,-0.65825083,-0.675230665,-0.675230665,-0.675230665,-0.679149088,-0.679149088,-0.679149088,-0.679149088,-0.679149088,-0.679149088
4,0.242986563,0.176373365,0.138495271,0.138495271,0.138495271,0.138495271,0.138495271,0.13718913,0.13718913,0.13718913,0.13718913,0.13718913,0.126740001,0.126740001,0.126740001,0.126740001,0.126740001,0.126740001,0.124127719,0.124127719,0.122821578,0.11367859,0.11367859,0.11367859,0.11367859
5,-0.03391536,-0.03391536,-0.03391536,-0.03391536,-0.087467147,-0.088773289,-0.121426817,-0.121426817,-0.139712793,-0.139712793,-0.139712793,-0.139712793,-0.15799877,-0.20371371,-0.20371371,-0.206325992,-0.28338832,-0.284694461,-0.284694461,-0.284694461,-0.286000602,-0.286000602,-0.330409401,-0.330409401,-0.335633966
6,-0.242897944,-0.242897944,-0.254653215,-0.254653215,-0.254653215,-0.257265497,-0.257265497,-0.259877779,-0.299062014,-0.316041849,-0.316041849,-0.316041849,-0.316041849,-0.31734799,-0.376124342,-0.417920858,-0.419226999,-0.419226999,-0.419226999,-0.419226999,-0.423145423,-0.437512976,-0.438819117,-0.438819117,-0.438819117
7,1.17034678,1.169040639,1.094590593,1.094590593,1.094590593,1.094590593,1.094590593,1.094590593,1.094590593,1.094590593,1.091978311,1.091978311,1.091978311,1.091978311,1.017528265,1.017528265,1.017528265,1.017528265,1.016222124,0.978344031,0.978344031,0.978344031,0.978344031,0.978344031,0.978344031
8,0.626992061,0.626992061,0.626992061,0.626992061,0.596950815,0.596950815,0.596950815,0.596950815,0.596950815,0.596950815,0.596950815,0.553848157,0.553848157,0.553848157,0.553848157,0.553848157,0.521194628,0.521194628,0.521194628,0.521194628,0.521194628,0.521194628,0.521194628,0.521194628,0.521194628
9,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.327885738,0.290007645,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363,0.287395363
10,-0.039139925,-0.039139925,-0.039139925,-0.039139925,-0.077018018,-0.077018018,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.078324159,-0.107059265,-0.112283829,-0.112283829,-0.112283829,-0.112283829
11,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.138197372,2.127748243,2.127748243,2.127748243,2.127748243,2.127748243
12,0.049677673,0.024860991,0.01179958,0.010493439,0.010493439,0.006575015,0.005268874,0.005268874,0.005268874,0.005268874,0.005268874,0.005268874,-0.011710961,-0.011710961,-0.011710961,-0.011710961,-0.011710961,-0.011710961,-0.013017102,-0.013017102,-0.099222418,-0.099222418,-0.099222418,-0.099222418,-0.099222418
13,0.111066307,0.111066307,0.111066307,0.111066307,0.111066307,0.111066307,0.111066307,0.111066307,0.111066307,0.098004896,0.098004896,0.098004896,0.098004896,0.098004896,0.098004896,0.084943484,0.084943484,0.084943484,0.084943484,0.084943484,0.084943484,0.083637343,0.083637343,0.083637343,0.082331202
14,1.044957229,1.010997559,1.010997559,1.010997559,1.010997559,1.005772995,0.996630007,0.957445772,0.95483349,0.949608925,0.933935232,0.932629091,0.932629091,0.932629091,0.930016808,0.930016808,0.928710667,0.923486102,0.923486102,0.923486102,0.922179961,0.92087382,0.92087382,0.92087382,0.92087382
15,0.343559432,0.343559432,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.342253291,0.334416444,0.334416444,0.334416444,0.334416444,0.303069056,0.253435693,0.25082341,0.202496188,0.202496188,0.192047059,0.192047059,0.186822494,0.178985647,0.167230377,0.165924236,0.165924236,0.122821578
16,0.357926985,0.357926985,0.357926985,0.357926985,0.357926985,0.347477855,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.344865573,0.300456774
17,-0.689598217,-0.689598217,-0.689598217,-0.697435064,-0.697435064,-0.697435064,-0.697435064,-0.697435064,-0.697435064,-0.711802617,-0.711802617,-0.747068428,-0.747068428,-0.747068428,-0.754905275,-0.754905275,-0.754905275,-0.754905275,-0.754905275,-0.754905275,-0.754905275,-0.754905275,-0.754905275,-0.754905275,-0.754905275
18,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.117508394,-0.246816368,-0.246816368,-0.246816368,-0.246816368,-0.255959356,-0.278163755,-0.279469896,-0.288612884,-0.288612884,-0.373512059
19,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714,0.346171714
20,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.209026894,0.198577764,0.176373365,0.176373365,0.176373365,0.172454941,0.167230377,0.082331202,0.030085556,0.030085556,0.030085556
21,0.259966398,0.259966398,0.257354116,0.254741834,0.253435693,0.253435693,0.253435693,0.253435693,0.253435693,0.253435693,0.253435693,0.226006729,0.222088305,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599,0.215557599
22,0.220782164,0.220782164,0.220782164,0.220782164,0.220782164,0.220782164,0.220782164,0.220782164,0.219476023,0.219476023,0.219476023,0.219476023,0.219476023,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882,0.218169882
23,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.108454025,0.101923319,0.027473274,0.022248709,0.020942568,-0.060038183,-0.060038183,-0.075711877,-0.077018018,-0.080936442,-0.080936442,-0.080936442,-0.080936442
24,0.893444856,0.882995727,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586,0.881689586
25,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.558984102,-0.560290244,-0.61253589,-0.615148172,-0.615148172,-0.615148172,-0.615148172,-0.615148172,-0.615148172,-0.615148172,-0.615148172
26,0.457193712,0.450663006,0.450663006,0.445438442,0.445438442,0.445438442,0.445438442,0.445438442,0.445438442,0.445438442,0.445438442,0.445438442,0.445438442,0.445438442,0.370988396,0.368376114,0.368376114,0.368376114,0.368376114,0.368376114,0.361845408,0.361845408,0.361845408,0.361845408,0.361845408
27,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.129263664,-0.129263664,-0.129263664,-0.129263664,-0.129263664
28,-0.796701792,-0.796701792,-0.796701792,-0.796701792,-0.796701792,-0.796701792,-0.796701792,-0.796701792,-0.796701792,-0.800620215,-0.801926356,-0.801926356,-0.801926356,-0.801926356,-0.804538639,-0.812375486,-0.812375486,-0.812375486,-0.812375486,-0.812375486,-0.812375486,-0.812375486,-0.812375486,-0.812375486,-0.812375486
29,1.26177666,1.26177666,1.26177666,1.253939813,1.253939813,1.223898567,1.223898567,1.212143297,1.212143297,1.212143297,1.212143297,1.201694167,1.200388026,1.137693251,0.995323866,0.867322033,0.866015892,0.866015892,0.85295448,0.775892153,0.757606176,0.646584179,0.638747332,0.638747332,0.509439358
30,0.927404526,0.913036973,0.913036973,0.913036973,0.913036973,0.911730832,0.911730832,0.911730832,0.911730832,0.911730832,0.911730832,0.910424691,0.910424691,0.722340365,0.718421942,0.704054389,0.672707002,0.672707002,0.672707002,0.672707002,0.672707002,0.672707002,0.672707002,0.672707002,0.672707002
31,1.499494349,1.499494349,1.490351361,1.487739079,1.452473268,1.449860986,1.435493433,1.422432022,1.414595175,1.414595175,1.344063553,1.340145129,1.321859153,1.289205624,1.263082801,1.260470519,1.253939813,1.252633672,1.252633672,1.244796825,1.240878402,1.229123132,1.210837155,1.210837155,1.210837155
32,0.150250542,0.150250542,0.150250542,0.14763826,0.14763826,0.14763826,0.14763826,0.14763826,0.14763826,0.14763826,0.14763826,-0.074405736,-0.167141758,-0.180203169,-0.18150931,-0.18150931,-0.182815451,-0.309511143,-0.310817284,-0.310817284,-0.310817284,-0.312123425,-0.441431399,-0.441431399,-0.441431399
33,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.043058348,-0.046976772,-0.078324159,-0.080936442,-0.116202253,-0.116202253,-0.116202253,-0.116202253,-0.116202253,-0.134488229,-0.134488229,-0.146243499,-0.146243499,-0.146243499
34,0.549929734,0.549929734,0.549929734,0.549929734,0.549929734,0.549929734,0.549929734,0.549929734,0.549929734,0.548623592,0.548623592,0.357926985,0.357926985,0.283476939,0.274333951,0.265190963,0.226006729,0.052289956,0.052289956,0.052289956,0.052289956,0.052289956,0.052289956,0.052289956,0.052289956
35,0.922179961,0.922179961,0.907812409,0.893444856,0.893444856,0.893444856,0.893444856,0.893444856,0.893444856,0.893444856,0.893444856,0.893444856,0.876465021,0.871240456,0.847729916,0.845117633,0.845117633,0.845117633,0.845117633,0.845117633,0.771973729,0.657033308,0.650502602,0.650502602,0.650502602
36,0.411478772,0.30698748,0.297844492,0.288701504,0.275640092,0.275640092,0.274333951,0.228619011,0.228619011,0.228619011,0.209026894,0.122821578,0.114984731,0.114984731,0.111066307,0.109760166,0.109760166,0.109760166,0.069269791,0.066657508,0.058820661,0.058820661,0.058820661,0.058820661,0.058820661
37,-0.054813619,-0.061344324,-0.061344324,-0.062650466,-0.082242583,-0.082242583,-0.082242583,-0.082242583,-0.082242583,-0.096610135,-0.096610135,-0.096610135,-0.096610135,-0.096610135,-0.096610135,-0.096610135,-0.100528559,-0.100528559,-0.103140841,-0.103140841,-0.103140841,-0.103140841,-0.107059265,-0.107059265,-0.172366322
38,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.036616262,0.024860991,0.020942568,-0.037833784,-0.092691712,-0.093997853,-0.097916277,-0.131875947,-0.168447899,-0.168447899,-0.178897028
39,0.461112135,0.461112135,0.461112135,0.455887571,0.455887571,0.455887571,0.455887571,0.455887571,0.455887571,0.455887571,0.45458143,0.450663006,0.361845408,0.360539267,0.360539267,0.360539267,0.360539267,0.360539267,0.360539267,0.267803245,0.164618094,0.163311953,0.163311953,0.163311953,0.163311953
40,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799,-0.463635799
41,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.175067224,0.173761083,0.173761083,0.173761083,0.173761083
42,-0.075711877,-0.077018018,-0.077018018,-0.077018018,-0.083548724,-0.109671547,-0.110977688,-0.110977688,-0.163223334,-0.163223334,-0.163223334,-0.163223334,-0.163223334,-0.218081262,-0.246816368,-0.335633966,-0.336940107,-0.336940107,-0.336940107,-0.353919942,-0.353919942,-0.353919942,-0.353919942,-0.353919942,-0.353919942
43,-0.152774205,-0.152774205,-0.152774205,-0.152774205,-0.152774205,-0.159304911,-0.159304911,-0.159304911,-0.163223334,-0.163223334,-0.163223334,-0.163223334,-0.163223334,-0.163223334,-0.163223334,-0.190652298,-0.191958439,-0.191958439,-0.191958439,-0.191958439,-0.191958439,-0.194570722,-0.194570722,-0.194570722,-0.194570722
44,-0.130569805,-0.130569805,-0.130569805,-0.130569805,-0.130569805,-0.130569805,-0.130569805,-0.130569805,-0.131875947,-0.146243499,-0.14754964,-0.151468064,-0.161917193,-0.174978604,-0.216775121,-0.223305827,-0.24942865,-0.299062014,-0.31734799,-0.326490978,-0.334327825,-0.338246248,-0.372205918,-0.372205918,-0.44273754
45,-0.428369988,-0.428369988,-0.428369988,-0.428369988,-0.428369988,-0.428369988,-0.432288411,-0.432288411,-0.437512976,-0.445349822,-0.462329657,-0.474084928,-0.483227916,-0.485840198,-0.485840198,-0.485840198,-0.48845248,-0.531555138,-0.532861279,-0.535473562,-0.535473562,-0.548534973,-0.551147256,-0.551147256,-0.613842031
46,0.064045226,0.064045226,0.064045226,0.064045226,0.064045226,0.064045226,0.062739085,0.062739085,0.058820661,0.058820661,0.056208379,0.056208379,0.056208379,0.056208379,0.056208379,0.043146968,0.043146968,0.031391697,0.031391697,0.031391697,0.030085556,0.030085556,0.030085556,0.030085556,0.030085556
47,0.350090138,0.339641009,0.339641009,0.339641009,0.339641009,0.339641009,0.339641009,0.339641009,0.339641009,0.339641009,0.339641009,0.338334867,0.338334867,0.338334867,0.267803245,0.263884822,0.263884822,0.249517269,0.249517269,0.160699671,0.062739085,0.062739085,0.062739085,0.062739085,0.062739085
48,0.100617178,-0.031303078,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.084854865,-0.086161006,-0.088773289,-0.091385571,-0.095303994,-0.095303994,-0.099222418,-0.099222418,-0.099222418,-0.099222418,-0.099222418,-0.1018347,-0.107059265,-0.107059265,-0.107059265,-0.125345241,-0.125345241,-0.125345241
49,0.394498937,0.387968231,0.387968231,0.387968231,0.387968231,0.387968231,0.387968231,0.387968231,0.387968231,0.350090138,0.342253291,0.342253291,0.338334867,0.338334867,0.338334867,0.338334867,0.331804162,0.331804162,0.323967315,0.320048891,0.249517269,0.201190047,0.195965482,0.195965482,0.070575932
50,-0.415308576,-0.415308576,-0.415308576,-0.417920858,-0.420533141,-0.420533141,-0.420533141,-0.420533141,-0.420533141,-0.420533141,-0.420533141,-0.421839282,-0.421839282,-0.421839282,-0.421839282,-0.421839282,-0.423145423,-0.433594552,-0.433594552,-0.433594552,-0.434900693,-0.434900693,-0.434900693,-0.434900693,-0.434900693
51,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.219387404,-0.219387404,-0.244204085,-0.244204085,-0.245510227,-0.308205002,-0.308205002,-0.3970226
52,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.30698748,0.223394446,0.215557599,0.215557599,0.215557599,0.215557599,0.212945317,0.212945317,0.212945317,0.212945317,0.212945317,0.212945317,0.212945317
53,0.561685004,0.560378863,0.552542016,0.552542016,0.552542016,0.549929734,0.549929734,0.549929734,0.549929734,0.549929734,0.549929734,0.339641009,0.337028726,0.27302781,0.270415528,0.270415528,0.270415528,0.270415528,0.151556683,0.134576848,0.121515437,0.121515437,0.121515437,0.121515437,0.121515437
54,0.189434776,0.178985647,0.177679506,0.177679506,0.177679506,0.169842659,0.122821578,0.120209295,0.120209295,0.108454025,0.107147884,0.105841743,0.065351367,0.02355485,-0.005180255,-0.027384655,-0.027384655,-0.032609219,-0.032609219,-0.032609219,-0.080936442,-0.092691712,-0.184121593,-0.184121593,-0.229836533
55,-0.184121593,-0.184121593,-0.184121593,-0.184121593,-0.184121593,-0.184121593,-0.184121593,-0.184121593,-0.184121593,-0.184121593,-0.185427734,-0.186733875,-0.40877787,-0.416614717,-0.416614717,-0.416614717,-0.416614717,-0.416614717,-0.416614717,-0.416614717,-0.475391069,-0.475391069,-0.475391069,-0.475391069,-0.475391069
56,-0.32910326,-0.333021684,-0.336940107,-0.352613801,-0.352613801,-0.352613801,-0.365675212,-0.365675212,-0.365675212,-0.365675212,-0.365675212,-0.365675212,-0.365675212,-0.40877787,-0.40877787,-0.40877787,-0.40877787,-0.40877787,-0.40877787,-0.40877787,-0.434900693,-0.436206834,-0.437512976,-0.437512976,-0.437512976
57,-0.474084928,-0.474084928,-0.474084928,-0.474084928,-0.494983186,-0.494983186,-0.494983186,-0.536779703,-0.536779703,-0.608617466,-0.62429116,-0.62429116,-0.62429116,-0.62429116,-0.62429116,-0.62429116,-0.625597301,-0.625597301,-0.630821866,-0.667393818,-0.672618383,-0.673924524,-0.673924524,-0.673924524,-0.740537722
58,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.053507478,-0.141018935,-0.146243499,-0.154080346,-0.165835616,-0.270326908,-0.275551473,-0.275551473,-0.275551473,-0.275551473,-0.278163755,-0.278163755,-0.278163755
59,-0.156692628,-0.199795286,-0.201101427,-0.207632133,-0.207632133,-0.207632133,-0.207632133,-0.236367239,-0.236367239,-0.246816368,-0.255959356,-0.257265497,-0.257265497,-0.272939191,-0.309511143,-0.309511143,-0.309511143,-0.327797119,-0.32910326,-0.32910326,-0.32910326,-0.330409401,-0.366981353,-0.366981353,-0.366981353
60,0.175067224,0.1711488,0.160699671,0.135882989,0.133270707,0.133270707,0.133270707,0.133270707,0.109760166,0.098004896,0.094086472,0.094086472,0.094086472,0.092780331,0.086249625,0.083637343,0.083637343,0.083637343,0.074494355,0.066657508,0.032697838,-0.003874114,-0.005180255,-0.005180255,-0.005180255
61,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.062650466,-0.071793454,-0.167141758,-0.167141758,-0.167141758,-0.167141758,-0.180203169,-0.182815451,-0.235061097,-0.235061097,-0.282082179,-0.282082179,-0.282082179,-0.356532224,-0.356532224,-0.390491894
62,0.1711488,0.1711488,0.1711488,0.1711488,0.1711488,0.1711488,0.1711488,0.151556683,0.151556683,0.151556683,0.151556683,0.150250542,0.035310121,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838,0.032697838
63,1.451167127,1.39761534,1.39761534,1.39761534,1.39761534,1.396309199,1.396309199,1.396309199,1.396309199,1.396309199,1.374104799,1.333614423,1.321859153,1.302267036,0.94307822,0.892138715,0.890832574,0.882995727,0.882995727,0.881689586,0.87515888,0.7393202,0.738014059,0.738014059,0.738014059
64,-0.244204085,-0.244204085,-0.244204085,-0.244204085,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.287306743,-0.288612884,-0.289919026,-0.325184837,-0.326490978,-0.326490978,-0.326490978,-0.326490978,-0.326490978,-0.326490978,-0.326490978
65,0.346171714,0.34094715,0.34094715,0.337028726,0.337028726,0.337028726,0.337028726,0.337028726,0.337028726,0.337028726,0.337028726,0.334416444,0.334416444,0.334416444,0.334416444,0.334416444,0.334416444,0.299150633,0.297844492,0.296538351,0.282170798,0.252129551,0.249517269,0.249517269,0.207720752
66,0.484622676,0.484622676,0.484622676,0.484622676,0.484622676,0.484622676,0.484622676,0.459805994,0.459805994,0.459805994,0.459805994,0.459805994,0.459805994,0.459805994,0.459805994,0.459805994,0.458499853,0.433683171,0.433683171,0.433683171,0.414091054,0.410172631,0.410172631,0.410172631,0.410172631
67,0.453275289,0.451969147,0.451969147,0.451969147,0.451969147,0.451969147,0.451969147,0.451969147,0.451969147,0.451969147,0.451969147,0.418009478,0.376212961,0.354008561,0.309599762,0.212945317,0.212945317,0.212945317,0.210333035,0.209026894,0.1711488,0.168536518,0.165924236,0.165924236,0.165924236
68,-0.050895195,-0.079630301,-0.080936442,-0.080936442,-0.082242583,-0.093997853,-0.190652298,-0.245510227,-0.245510227,-0.245510227,-0.245510227,-0.275551473,-0.322572554,-0.323878696,-0.323878696,-0.325184837,-0.325184837,-0.346083095,-0.346083095,-0.346083095,-0.346083095,-0.346083095,-0.346083095,-0.346083095,-0.352613801
69,0.404948066,0.404948066,0.404948066,0.404948066,0.404948066,0.404948066,0.404948066,0.385355949,0.36445769,0.34094715,0.34094715,0.34094715,0.34094715,0.34094715,0.339641009,0.310905903,0.245598846,0.226006729,0.222088305,0.220782164,0.220782164,0.220782164,0.220782164,0.220782164,0.220782164
70,0.1933532,-0.043058348,-0.075711877,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.087467147,-0.087467147,-0.088773289,-0.088773289,-0.092691712,-0.099222418,-0.103140841,-0.103140841,-0.103140841
71,-0.023466231,-0.026078513,-0.027384655,-0.027384655,-0.028690796,-0.028690796,-0.048282913,-0.049589054,-0.049589054,-0.049589054,-0.049589054,-0.049589054,-0.049589054,-0.049589054,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.077018018,-0.078324159,-0.079630301,-0.079630301,-0.079630301,-0.079630301,-0.079630301
72,0.013105721,-0.032609219,-0.03391536,-0.05611976,-0.05611976,-0.05611976,-0.05611976,-0.057425901,-0.057425901,-0.057425901,-0.057425901,-0.057425901,-0.057425901,-0.057425901,-0.057425901,-0.057425901,-0.057425901,-0.058732042,-0.058732042,-0.061344324,-0.061344324,-0.061344324,-0.061344324,-0.061344324,-0.061344324
73,-0.011710961,-0.039139925,-0.039139925,-0.040446066,-0.040446066,-0.040446066,-0.052201336,-0.052201336,-0.052201336,-0.095303994,-0.095303994,-0.095303994,-0.095303994,-0.095303994,-0.095303994,-0.105753124,-0.107059265,-0.107059265,-0.107059265,-0.107059265,-0.107059265,-0.107059265,-0.107059265,-0.107059265,-0.195876863
74,0.111066307,0.111066307,0.111066307,0.111066307,0.111066307,0.108454025,0.067963649,0.061432944,0.061432944,0.061432944,0.061432944,0.061432944,0.043146968,0.043146968,0.043146968,0.043146968,0.043146968,0.043146968,0.043146968,0.043146968,0.043146968,0.043146968,0.034003979,0.034003979,0.034003979
75,0.753687753,0.611318368,0.608706085,0.608706085,0.608706085,0.606093803,0.606093803,0.606093803,0.606093803,0.604787662,0.604787662,0.604787662,0.604787662,0.604787662,0.53425604,0.53425604,0.491153382,0.491153382,0.491153382,0.491153382,0.491153382,0.487234958,0.45458143,0.45458143,0.433683171
76,0.209026894,0.209026894,0.209026894,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.206414611,0.146332118,0.141107554,0.133270707,0.131964566,0.131964566,0.129352283,0.077106637,0.005268874,0.005268874,-0.001261832
77,-0.272939191,-0.272939191,-0.272939191,-0.272939191,-0.272939191,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179,-0.282082179
78,0.274333951,0.274333951,0.274333951,0.274333951,0.274333951,0.274333951,0.274333951,0.27302781,0.26127254,0.259966398,0.248211128,0.237761999,0.237761999,0.237761999,0.189434776,0.188128635,0.186822494,0.180291788,0.180291788,0.176373365,0.032697838,0.028779415,0.027473274,0.027473274,0.027473274
79,0.167230377,0.098004896,0.096698755,0.096698755,0.096698755,0.096698755,0.096698755,0.096698755,0.096698755,0.096698755,0.096698755,0.095392614,0.095392614,-0.058732042,-0.197183004,-0.201101427,-0.201101427,-0.201101427,-0.201101427,-0.211550557,-0.218081262,-0.219387404,-0.263796203,-0.263796203,-0.263796203
